TBOXID,MONTH_START,TOTAL_DISTANCE_KM,USAGE_TYPE,NO_OF_SWAPS,NO_OF_HOMECHARGINGS,FREQUENT_SWIPING_STATIONS,AVG_DISTANCE_PER_PERIOD
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069546480,2025-09-01 00:00:00.000,1194.581447925,High Usage,10,7,"HOME_CHARGING, Thalawathugoda New Station, Boralla Temporary Station",51.94
865209069519511,2025-05-01 00:00:00.000,77.346085933,Medium Usage,2,6,"HOME_CHARGING, Thalawathugoda New Station",5.16
,2025-10-01 00:00:00.000,0,Low Usage,3,0,Moratuwa replace Station,
862487061405128,2025-09-01 00:00:00.000,1647.361362609,High Usage,0,3,HOME_CHARGING,56.81
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069546456,2025-07-01 00:00:00.000,0,Low Usage,2,0,Divulapitiya Station,
865209069520444,2025-02-01 00:00:00.000,73.725293685,Medium Usage,40,0,Maggona,2.84
865209069519446,2025-05-01 00:00:00.000,626.760210462,High Usage,0,28,HOME_CHARGING,22.38
862487061348047,2025-09-01 00:00:00.000,2058.341557243,High Usage,8,25,"HOME_CHARGING, Kalutara North, Soysapura Station",76.23
862487061462327,2025-09-01 00:00:00.000,581.087085111,High Usage,0,21,HOME_CHARGING,24.21
865209069520048,2025-06-01 00:00:00.000,504.450359873,High Usage,21,0,Maggona,17.39
865209069519313,2025-04-01 00:00:00.000,459.544391647,High Usage,22,0,"Moratuwa replace Station, Soysapura Station",19.98
865209069546225,2025-07-01 00:00:00.000,383.953905858,High Usage,0,17,HOME_CHARGING,15.36
862487061363103,2025-08-01 00:00:00.000,532.055409544,High Usage,2,17,"HOME_CHARGING, Panadura  1 Station",18.35
865209069519867,2025-07-01 00:00:00.000,535.727823261,High Usage,1,16,"HOME_CHARGING, Maggona",17.28
865209069519537,2025-10-01 00:00:00.000,922.549855182,High Usage,0,16,HOME_CHARGING,48.56
865209069520006,2025-07-01 00:00:00.000,525.679666784,High Usage,2,15,"HOME_CHARGING, Padukka Station",21.03
865209069520865,2025-04-01 00:00:00.000,263.648980298,High Usage,1,14,"HOME_CHARGING, Maggona",10.14
865209069519313,2024-02-01 00:00:00.000,356.00516577,High Usage,14,0,Moratuwa Station,12.71
865209069518968,2025-05-01 00:00:00.000,360.812577358,High Usage,2,12,"HOME_CHARGING, Seeduwa Station, Miriswatta Station",14.43
865209069519271,2025-10-01 00:00:00.000,334.243113366,High Usage,0,11,HOME_CHARGING,17.59
865209069520857,2025-03-01 00:00:00.000,166.90311572,High Usage,11,0,Maggona,6.68
865209069519438,2025-04-01 00:00:00.000,575.990944425,High Usage,21,2,"Panadura, Panadura  1 Station, Bandaragama Station",19.86
862487061347445,2025-07-01 00:00:00.000,1160.211918174,High Usage,8,10,"HOME_CHARGING, Kuliyapitiya",37.43
865209060487676,2025-09-01 00:00:00.000,39.779334724,Low Usage,0,8,HOME_CHARGING,3.62
865209069518984,2025-08-01 00:00:00.000,174.530690222,High Usage,7,0,Bandaragama Station,6.23
865209069519255,2024-10-01 00:00:00.000,178.297471981,High Usage,6,0,Moratuwa replace Station,8.1
862487061347460,2025-07-01 00:00:00.000,71.711485166,Medium Usage,0,5,HOME_CHARGING,3.12
865209069519263,2025-06-01 00:00:00.000,226.437224057,High Usage,6,4,"HOME_CHARGING, Padukka Station, Boralesgamuwa new Station",45.29
862487061434086,2025-02-01 00:00:00.000,0,Low Usage,3,1,"Panadura, HOME_CHARGING",
865209069545995,2025-04-01 00:00:00.000,158.266600193,High Usage,1,3,"HOME_CHARGING, Boralla Temporary Station",17.59
865209069519958,2024-11-01 00:00:00.000,340.089113017,High Usage,2,0,Seeduwa Station,30.92
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Miriswatta Station,
862487061347627,2025-08-01 00:00:00.000,362.633874162,High Usage,0,19,HOME_CHARGING,12.09
862487061347445,2025-08-01 00:00:00.000,1096.638412216,High Usage,15,5,"Kuliyapitiya, HOME_CHARGING",37.82
865209069520527,2025-05-01 00:00:00.000,185.338106233,High Usage,0,12,HOME_CHARGING,6.39
862487061347700,2025-10-01 00:00:00.000,69.028898826,Medium Usage,0,9,HOME_CHARGING,13.81
,2025-09-01 00:00:00.000,0,Low Usage,19,0,"Moratuwa replace Station, Panadura  1 Station, Soysapura Station",
865209060771624,2024-12-01 00:00:00.000,293.188731772,High Usage,8,0,Maggona,10.47
865209060215168,2025-06-01 00:00:00.000,239.1203045,High Usage,4,8,"HOME_CHARGING, Boralesgamuwa new Station, Thalawathugoda New Station",14.07
865209069520980,2025-09-01 00:00:00.000,73.505553358,Medium Usage,0,6,HOME_CHARGING,4.32
865209060621381,2025-05-01 00:00:00.000,212.782739917,High Usage,6,6,"HOME_CHARGING, Maggona",10.64
865209069519511,2025-09-01 00:00:00.000,25.370511568,Low Usage,0,6,HOME_CHARGING,1.95
865209069520444,2025-07-01 00:00:00.000,97.419921993,Medium Usage,6,2,"Maggona, HOME_CHARGING",6.09
865209069520048,2025-01-01 00:00:00.000,470.914672308,High Usage,4,0,Maggona,16.24
862487061403768,2025-07-01 00:00:00.000,140.652905973,Medium Usage,2,4,"HOME_CHARGING, Panadura  1 Station",4.54
,2025-10-01 00:00:00.000,0,Low Usage,8,0,"Boralla Temporary Station, Thalawathugoda New Station",
Deleted,2025-05-01 00:00:00.000,0,Low Usage,3,0,MockStation,
Deleted 01,2025-05-01 00:00:00.000,0,Low Usage,3,0,MockStation,
865209069519255,2025-03-01 00:00:00.000,105.253885172,Medium Usage,6,0,"Moratuwa replace Station, Soysapura Station",9.57
865209069519883,2025-01-01 00:00:00.000,19.358658379,Low Usage,2,0,Katunayake Station,3.23
123456,2025-01-01 00:00:00.000,0,Low Usage,2,0,MockStation,
Deleted 02,2025-01-01 00:00:00.000,0,Low Usage,2,0,MockStation,
865209069519701,2025-05-01 00:00:00.000,75.66652954,Medium Usage,4,0,"Soysapura Station, Moratuwa replace Station, Boralesgamuwa new Station",4.73
865209060771624,2025-03-01 00:00:00.000,405.548476929,High Usage,1,0,Maggona,15.02
865209069521004,2023-11-01 00:00:00.000,19.061235379,Low Usage,1,0,Moratuwa Station,3.18
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061363426,2025-09-01 00:00:00.000,242.305705547,High Usage,0,7,HOME_CHARGING,8.65
865209069545953,2025-03-01 00:00:00.000,150.849301421,High Usage,7,0,"Bandaragama Station, Panadura",10.77
,2025-10-01 00:00:00.000,0,Low Usage,2,2,"HOME_CHARGING, Kuliyapitiya",
865209060263697,2025-09-01 00:00:00.000,165.432475688,High Usage,2,0,Panadura  1 Station,9.73
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Panadura  1 Station,
862487061364101,2025-06-01 00:00:00.000,52.99622321,Medium Usage,1,0,Maggona,7.57
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061405524,2025-07-01 00:00:00.000,1264.148393414,High Usage,0,6,HOME_CHARGING,40.78
865209069519420,2025-08-01 00:00:00.000,3090.661913596,High Usage,27,26,"HOME_CHARGING, Bandaragama Station, Panadura  1 Station",99.7
862487061363681,2025-09-01 00:00:00.000,889.03761845,High Usage,0,26,HOME_CHARGING,35.56
865209069519313,2025-01-01 00:00:00.000,687.073437925,High Usage,25,0,Moratuwa replace Station,23.69
862487061364028,2025-09-01 00:00:00.000,1093.701167324,High Usage,5,19,"HOME_CHARGING, Kuliyapitiya",40.51
862487061347866,2025-09-01 00:00:00.000,796.080347442,High Usage,1,18,"HOME_CHARGING, Maggona",27.45
865209069518661,2025-08-01 00:00:00.000,741.872512693,High Usage,17,4,"Seeduwa Station, HOME_CHARGING",24.73
865209069519966,2025-06-01 00:00:00.000,310.143607196,High Usage,1,17,"HOME_CHARGING, Seeduwa Station",13.48
865209069546290,2025-10-01 00:00:00.000,182.168456404,High Usage,0,16,HOME_CHARGING,36.43
865209060765386,2025-04-01 00:00:00.000,201.112098898,High Usage,17,0,"Boralesgamuwa new Station, Thalawathugoda New Station, Soysapura Station",14.37
862487061394546,2025-10-01 00:00:00.000,581.873387724,High Usage,0,12,HOME_CHARGING,29.09
862487061383002,2025-09-01 00:00:00.000,481.062028936,High Usage,2,12,"HOME_CHARGING, Kuliyapitiya",18.5
865209069519669,2024-03-01 00:00:00.000,175.902762346,High Usage,9,0,Moratuwa Station,7.65
862487061364044,2025-08-01 00:00:00.000,513.993981015,High Usage,0,9,HOME_CHARGING,28.56
862487061332983,2025-10-01 00:00:00.000,181.205498383,High Usage,0,8,HOME_CHARGING,10.66
865209069519255,2024-08-01 00:00:00.000,236.794275988,High Usage,8,0,Moratuwa replace Station,8.17
865209069546258,2025-04-01 00:00:00.000,173.624273401,High Usage,9,0,"Soysapura Station, Boralesgamuwa new Station",14.47
865209069521004,2024-07-01 00:00:00.000,215.877226578,High Usage,8,0,Moratuwa replace Station,13.49
862487061422107,2025-09-01 00:00:00.000,230.897240674,High Usage,0,7,HOME_CHARGING,15.39
,2025-10-01 00:00:00.000,0,Low Usage,6,2,"Panadura  1 Station, HOME_CHARGING",
865209069519966,2025-09-01 00:00:00.000,103.32552885,Medium Usage,0,5,HOME_CHARGING,7.95
865209069520501,2025-01-01 00:00:00.000,109.184962812,Medium Usage,5,0,Minuwangoda Station,13.65
862487061422347,2025-10-01 00:00:00.000,653.869924033,High Usage,1,4,"HOME_CHARGING, Kalutara North",38.46
865209069519008,2025-05-01 00:00:00.000,44.209439356,Low Usage,0,3,HOME_CHARGING,3.68
,2025-09-01 00:00:00.000,0,Low Usage,3,0,"Maggona, Beruwala Station",
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Dharga Town Station,
862487061403743,2025-08-01 00:00:00.000,56.983499643,Medium Usage,1,0,Kuliyapitiya,28.49
865209069546357,2025-09-01 00:00:00.000,0.5447012635,Low Usage,0,1,HOME_CHARGING,0.54
865209069519727,2025-05-01 00:00:00.000,17.567091655,Low Usage,1,0,Panadura  1 Station,8.78
865209069519487,2025-08-01 00:00:00.000,0,Low Usage,1,14,"HOME_CHARGING, Maggona",
862487061333320,2025-10-01 00:00:00.000,108.071878083,Medium Usage,0,13,HOME_CHARGING,21.61
865209069545904,2024-09-01 00:00:00.000,533.956658512,High Usage,17,0,"Boralla Temporary Station, Boralesgamuwa new Station, Miriswatta Station",21.36
862487061422388,2025-10-01 00:00:00.000,537.020481221,High Usage,0,12,HOME_CHARGING,26.85
862487061379588,2025-07-01 00:00:00.000,855.078604986,High Usage,3,12,"HOME_CHARGING, Panadura  1 Station",27.58
862487061430845,2025-09-01 00:00:00.000,409.355315151,High Usage,0,11,HOME_CHARGING,14.62
865209069520006,2025-05-01 00:00:00.000,139.308265416,Medium Usage,2,10,"HOME_CHARGING, Padukka Station",12.66
862487061434086,2025-05-01 00:00:00.000,0,Low Usage,7,9,"HOME_CHARGING, Panadura  1 Station",
862487061363665,2025-08-01 00:00:00.000,240.175105714,High Usage,0,8,HOME_CHARGING,8.01
,2025-10-01 00:00:00.000,0,Low Usage,9,1,"Dharga Town Station, Beruwala Station, HOME_CHARGING",
862487061422206,2025-09-01 00:00:00.000,269.764364258,High Usage,0,8,HOME_CHARGING,9.63
862487061350183,2025-10-01 00:00:00.000,125.200232616,Medium Usage,0,8,HOME_CHARGING,10.43
862487061403743,2025-09-01 00:00:00.000,1147.348687874,High Usage,7,4,"Kuliyapitiya, HOME_CHARGING",40.98
865209069519479,2025-07-01 00:00:00.000,147.745030047,Medium Usage,4,7,"HOME_CHARGING, Maggona, Beruwala Station",11.37
862487061430829,2025-10-01 00:00:00.000,401.43711988,High Usage,0,7,HOME_CHARGING,20.07
865209069519479,2025-08-01 00:00:00.000,182.999884583,High Usage,4,5,"HOME_CHARGING, Maggona, Beruwala Station",10.17
865209069520980,2025-06-01 00:00:00.000,83.864441846,Medium Usage,0,5,HOME_CHARGING,3.65
865209069520907,2025-08-01 00:00:00.000,47.479803213,Low Usage,0,5,HOME_CHARGING,5.93
865209069546357,2024-12-01 00:00:00.000,114.391701886,Medium Usage,4,0,Boralesgamuwa new Station,8.17
862487061409328,2025-06-01 00:00:00.000,152.306756303,High Usage,4,0,Panadura  1 Station,8.02
,2025-09-01 00:00:00.000,0,Low Usage,4,0,Maggona,
865209069519933,2025-02-01 00:00:00.000,93.844107259,Medium Usage,4,1,"Maggona, HOME_CHARGING",3.75
865209069545979,2025-04-01 00:00:00.000,25.429123757,Low Usage,1,3,"HOME_CHARGING, Soysapura Station",12.71
865209060779635,2025-08-01 00:00:00.000,69.748847215,Medium Usage,3,0,Boralla Temporary Station,6.97
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069521020,2025-01-01 00:00:00.000,57.836402941,Medium Usage,1,0,Seeduwa Station,9.64
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Bandaragama Station,
862487061333742,2025-07-01 00:00:00.000,336.335872552,High Usage,0,1,HOME_CHARGING,10.85
865209069521095,2025-04-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069518661,2025-03-01 00:00:00.000,791.947387005,High Usage,14,0,Seeduwa Station,26.4
865209069545953,2025-06-01 00:00:00.000,140.606399611,Medium Usage,8,0,"Bandaragama Station, Miriswatta Station",8.79
865209069519313,2025-09-01 00:00:00.000,282.961838301,High Usage,5,0,"Moratuwa replace Station, Soysapura Station",10.48
862487061447005,2025-09-01 00:00:00.000,35.02698232,Low Usage,0,3,HOME_CHARGING,5
862487061362964,2025-09-01 00:00:00.000,67.811274041,Medium Usage,2,1,"Padukka Station, HOME_CHARGING",3.99
862487061423329,2025-07-01 00:00:00.000,26.114308808,Low Usage,0,1,HOME_CHARGING,1.74
865209069546290,2025-08-01 00:00:00.000,988.315888064,High Usage,0,27,HOME_CHARGING,31.88
865209069546290,2025-07-01 00:00:00.000,949.083347841,High Usage,0,25,HOME_CHARGING,35.15
862487061404188,2025-09-01 00:00:00.000,566.352744282,High Usage,0,21,HOME_CHARGING,23.6
865209069546332,2025-04-01 00:00:00.000,417.79913476,High Usage,0,19,HOME_CHARGING,16.07
865209069546225,2025-09-01 00:00:00.000,287.118915034,High Usage,0,19,HOME_CHARGING,10.63
865209069545557,2025-08-01 00:00:00.000,470.973836877,High Usage,0,19,HOME_CHARGING,15.7
865209069520501,2024-09-01 00:00:00.000,556.643105489,High Usage,16,0,Minuwangoda Station,19.19
865209069520048,2025-04-01 00:00:00.000,555.788093377,High Usage,16,0,Maggona,18.53
,2024-01-01 00:00:00.000,0,Low Usage,16,0,Boralesgamuwa new Station,
865209069520501,2024-11-01 00:00:00.000,416.094426874,High Usage,14,0,Minuwangoda Station,16
862487061333106,2025-09-01 00:00:00.000,654.28006637,High Usage,0,14,HOME_CHARGING,23.37
862487061421885,2025-08-01 00:00:00.000,352.257421176,High Usage,29,2,"Soysapura Station, Boralla Temporary Station, Kolonnawa Station",12.15
,2025-10-01 00:00:00.000,0,Low Usage,17,0,"Panadura  1 Station, Bandaragama Station",
862487061363103,2025-09-01 00:00:00.000,560.857486381,High Usage,4,13,"HOME_CHARGING, Panadura  1 Station",20.77
865209069546399,2025-07-01 00:00:00.000,49.876110623,Low Usage,12,0,Boralla Temporary Station,4.53
865209069519420,2025-10-01 00:00:00.000,497.551167007,High Usage,0,12,HOME_CHARGING,99.51
865209060765386,2025-03-01 00:00:00.000,226.945923276,High Usage,13,0,"Boralesgamuwa new Station, Soysapura Station",18.91
865209069520824,2025-03-01 00:00:00.000,358.144358143,High Usage,12,0,Maggona,12.35
865209069546399,2025-05-01 00:00:00.000,87.247174825,Medium Usage,11,0,Boralla Temporary Station,14.54
865209069518521,2025-06-01 00:00:00.000,375.452357327,High Usage,0,11,HOME_CHARGING,12.95
862487061378465,2025-08-01 00:00:00.000,263.149623657,High Usage,0,10,HOME_CHARGING,12.53
,2025-09-01 00:00:00.000,0,Low Usage,9,0,Dharga Town Station,
862487061404782,2025-07-01 00:00:00.000,602.440106952,High Usage,0,9,HOME_CHARGING,25.1
,2025-09-01 00:00:00.000,0,Low Usage,16,0,"Soysapura Station, Kolonnawa Station, Moratuwa replace Station",
,2023-12-01 00:00:00.000,0,Low Usage,8,0,Boralesgamuwa Station,
865209069518539,2024-05-01 00:00:00.000,232.994902596,High Usage,11,0,"Boralesgamuwa new Station, Moratuwa replace Station, Pannipitiya Station",17.92
865209069546316,2025-04-01 00:00:00.000,209.317529147,High Usage,8,0,"Panadura, Panadura  1 Station",8.05
865209069546431,2024-05-01 00:00:00.000,125.590811736,Medium Usage,5,0,Moratuwa replace Station,6.61
865209069520014,2025-10-01 00:00:00.000,250.526638183,High Usage,0,4,HOME_CHARGING,17.89
865209069546431,2025-08-01 00:00:00.000,50.122430227,Medium Usage,3,0,Moratuwa replace Station,2.95
862487061404766,2025-09-01 00:00:00.000,1.582753325,Low Usage,0,1,HOME_CHARGING,1.58
862487061394546,2025-08-01 00:00:00.000,601.238341248,High Usage,0,22,HOME_CHARGING,20.73
865209060597102,2025-07-01 00:00:00.000,334.992086096,High Usage,1,15,"HOME_CHARGING, Beruwala Station",12.88
Deleted,2025-01-01 00:00:00.000,0,Low Usage,20,0,"Boralla Temporary Station, MockStation, Soysapura",
Deleted 01,2025-01-01 00:00:00.000,0,Low Usage,20,0,"Boralla Temporary Station, MockStation, Soysapura",
865209069518539,2024-09-01 00:00:00.000,262.990637105,High Usage,14,0,"Boralesgamuwa new Station, Boralla Temporary Station",17.53
862487061421885,2025-06-01 00:00:00.000,1148.625890382,High Usage,26,3,"Boralla Temporary Station, Soysapura Station, HOME_CHARGING",38.29
865209069518661,2025-05-01 00:00:00.000,791.664467577,High Usage,7,10,"HOME_CHARGING, Seeduwa Station",25.54
865209069519206,2025-08-01 00:00:00.000,206.982808167,High Usage,9,0,Padukka Station,9
865209069545995,2025-08-01 00:00:00.000,393.085179778,High Usage,0,8,HOME_CHARGING,17.87
862487061382608,2025-09-01 00:00:00.000,982.925116189,High Usage,6,7,"HOME_CHARGING, Dharga Town Station",35.1
862487061423220,2025-07-01 00:00:00.000,465.701961213,High Usage,0,6,HOME_CHARGING,15.02
865209060494003,2024-12-01 00:00:00.000,59.954423967,Medium Usage,6,0,Seeduwa Station,3.75
862487061447005,2025-07-01 00:00:00.000,122.550554484,Medium Usage,0,5,HOME_CHARGING,13.62
865209069520956,2025-10-01 00:00:00.000,149.072240353,Medium Usage,1,5,"HOME_CHARGING, Miriswatta Station",8.28
865209069519966,2025-05-01 00:00:00.000,16.277851202,Low Usage,0,4,HOME_CHARGING,5.43
Deleted,2024-01-01 00:00:00.000,0,Low Usage,4,0,TestStation,
Deleted 01,2024-01-01 00:00:00.000,0,Low Usage,4,0,TestStation,
,2025-09-01 00:00:00.000,0,Low Usage,4,0,"Panadura  1 Station, Bandaragama Station",
Deleted1,2023-12-01 00:00:00.000,0,Low Usage,5,0,"Boralesgamuwa Station, TestStation",
865209060519718,2025-06-01 00:00:00.000,36.866881469,Low Usage,0,3,HOME_CHARGING,6.14
862487061331647,2025-06-01 00:00:00.000,164.29078528,High Usage,2,0,Maggona,23.47
862487061363541,2025-09-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069519883,2025-02-01 00:00:00.000,191.034767284,High Usage,6,0,"Miriswatta Station, Katunayake Station, Minuwangoda Station",7.35
862487061423345,2025-07-01 00:00:00.000,9.116650678,Low Usage,0,1,HOME_CHARGING,1.14
862487061363863,2025-08-01 00:00:00.000,43.691512312,Low Usage,1,0,Moratuwa replace Station,3.36
865209069521046,2024-08-01 00:00:00.000,20.765853697,Low Usage,1,0,Thalawathugoda New Station,4.15
865209069519495,2025-06-01 00:00:00.000,184.809965498,High Usage,0,1,HOME_CHARGING,8.4
865209069519719,2025-06-01 00:00:00.000,472.160440187,High Usage,2,13,"HOME_CHARGING, Boralla Temporary Station, Padukka Station",16.86
865209069546431,2024-09-01 00:00:00.000,173.355144992,High Usage,6,0,Moratuwa replace Station,8.67
862487061434086,2025-07-01 00:00:00.000,24.651150659,Low Usage,7,0,"Panadura  1 Station, Bandaragama Station",12.33
865209069545979,2025-07-01 00:00:00.000,20.882987101,Low Usage,0,4,HOME_CHARGING,5.22
862487061433187,2025-09-01 00:00:00.000,84.994708864,Medium Usage,0,3,HOME_CHARGING,3.04
,2025-09-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069546431,2024-04-01 00:00:00.000,123.589396899,Medium Usage,3,0,"Moratuwa replace Station, Moratuwa Station",7.27
865209069545904,2024-11-01 00:00:00.000,32.779979218,Low Usage,4,0,"Paliayagoda Station, Kadawatha Station, Boralla Temporary Station",6.56
,2025-10-01 00:00:00.000,0,Low Usage,1,1,"HOME_CHARGING, Kuliyapitiya",
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061347445,2025-06-01 00:00:00.000,236.042506519,High Usage,5,0,Kuliyapitiya,39.34
865209069545979,2025-10-01 00:00:00.000,117.170783074,Medium Usage,0,3,HOME_CHARGING,11.72
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061364069,2025-09-01 00:00:00.000,1399.112896759,High Usage,0,27,HOME_CHARGING,48.25
865209069546332,2025-08-01 00:00:00.000,1001.336203606,High Usage,0,26,HOME_CHARGING,38.51
865209069519354,2025-08-01 00:00:00.000,886.267631391,High Usage,34,5,"Panadura  1 Station, Soysapura Station, HOME_CHARGING",28.59
862487061409963,2025-07-01 00:00:00.000,763.853921453,High Usage,22,3,"Maggona, HOME_CHARGING, Bandaragama Station",24.64
865209069520048,2025-08-01 00:00:00.000,486.525659456,High Usage,19,0,Maggona,16.78
865209069520717,2025-02-01 00:00:00.000,265.578107604,High Usage,18,1,"Panadura, HOME_CHARGING",13.98
862487061394546,2025-09-01 00:00:00.000,648.075884744,High Usage,0,15,HOME_CHARGING,23.15
862487061348005,2025-10-01 00:00:00.000,627.733062303,High Usage,0,14,HOME_CHARGING,34.87
865209069545904,2024-02-01 00:00:00.000,474.630452308,High Usage,15,0,"Thalawathugoda Station, Factory Station, Boralesgamuwa new Station",21.57
865209069519867,2025-05-01 00:00:00.000,278.942639929,High Usage,3,12,"HOME_CHARGING, Maggona",13.28
865209069519412,2025-09-01 00:00:00.000,39.135952731,Low Usage,0,12,HOME_CHARGING,4.35
862487061405086,2025-09-01 00:00:00.000,288.172185588,High Usage,0,12,HOME_CHARGING,19.21
865209069520816,2025-03-01 00:00:00.000,346.849904122,High Usage,19,0,"Thalawathugoda New Station, Boralla Temporary Station, Paliayagoda Station",15.77
865209069520972,2025-07-01 00:00:00.000,78.192501653,Medium Usage,0,9,HOME_CHARGING,4.12
865209069545573,2025-05-01 00:00:00.000,79.089886306,Medium Usage,1,7,"HOME_CHARGING, Maggona",3.04
865209069519255,2024-11-01 00:00:00.000,177.001859201,High Usage,6,0,Moratuwa replace Station,7.38
865209069519529,2025-09-01 00:00:00.000,139.073191275,Medium Usage,0,5,HOME_CHARGING,6.95
,2025-10-01 00:00:00.000,0,Low Usage,4,0,Seeduwa Station,
865209069546506,2025-07-01 00:00:00.000,105.68385377,Medium Usage,0,4,HOME_CHARGING,10.57
,2025-10-01 00:00:00.000,0,Low Usage,3,0,Bandaragama Station,
865209069520865,2025-10-01 00:00:00.000,53.680579357,Medium Usage,0,3,HOME_CHARGING,3.36
865209069546258,2025-02-01 00:00:00.000,29.228802565,Low Usage,3,1,"Soysapura Station, HOME_CHARGING",5.85
865209069518778,2025-09-01 00:00:00.000,367.074034218,High Usage,5,0,"Moratuwa replace Station, Panadura  1 Station, Soysapura Station",13.11
865209069519412,2025-06-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069518679,2025-09-01 00:00:00.000,0.2559388692,Low Usage,0,1,HOME_CHARGING,0.13
865209069519271,2025-09-01 00:00:00.000,294.214780608,High Usage,2,14,"HOME_CHARGING, Maggona",10.51
,2025-09-01 00:00:00.000,0,Low Usage,11,0,Padukka Station,
865209069520444,2024-11-01 00:00:00.000,131.269512047,Medium Usage,10,0,"Maggona, Panadura",4.69
865209069519974,2025-03-01 00:00:00.000,86.377506643,Medium Usage,13,0,"Seeduwa Station, Katunayake Station, Minuwangoda Station",10.8
862487061405144,2025-08-01 00:00:00.000,322.385547759,High Usage,1,8,"HOME_CHARGING, Kuliyapitiya",10.75
865209069518521,2025-10-01 00:00:00.000,285.541401864,High Usage,0,8,HOME_CHARGING,14.28
862487061333106,2025-10-01 00:00:00.000,448.275473345,High Usage,0,7,HOME_CHARGING,22.41
865209069518539,2024-03-01 00:00:00.000,114.178978459,Medium Usage,8,0,"Boralesgamuwa new Station, Moratuwa Station",8.16
865209069546431,2024-11-01 00:00:00.000,172.877612991,High Usage,6,0,Moratuwa replace Station,7.86
865209069546431,2024-08-01 00:00:00.000,194.923251898,High Usage,6,0,Moratuwa replace Station,7.22
865209069546399,2023-11-01 00:00:00.000,0,Low Usage,9,0,"Thalawathugoda Station, Factory Station, TestStation",
,2025-10-01 00:00:00.000,0,Low Usage,5,0,"Panadura  1 Station, Soysapura Station",
865209069520501,2025-03-01 00:00:00.000,70.82683737,Medium Usage,4,0,Minuwangoda Station,8.85
865209069546316,2025-03-01 00:00:00.000,120.524165724,Medium Usage,5,0,"Panadura, Soysapura Station",6.03
865209069519008,2025-06-01 00:00:00.000,45.479606897,Low Usage,0,3,HOME_CHARGING,2.39
123456,2023-12-01 00:00:00.000,0,Low Usage,2,0,TestStation,
Deleted 02,2023-12-01 00:00:00.000,0,Low Usage,2,0,TestStation,
865209069546431,2025-09-01 00:00:00.000,122.720445107,Medium Usage,2,0,Moratuwa replace Station,5.58
862487061332983,2025-07-01 00:00:00.000,123.602921052,Medium Usage,1,2,"HOME_CHARGING, Bandaragama Station",15.45
,2025-10-01 00:00:00.000,0,Low Usage,2,0,Bandaragama Station,
,2025-10-01 00:00:00.000,0,Low Usage,2,1,"Agalawaththa, HOME_CHARGING",
865209069519883,2024-09-01 00:00:00.000,40.421747183,Low Usage,1,0,Seeduwa Station,3.37
862487061331662,2025-09-01 00:00:00.000,417.311858465,High Usage,1,13,"HOME_CHARGING, Kuliyapitiya",14.9
865209069518943,2025-09-01 00:00:00.000,178.198037322,High Usage,0,9,HOME_CHARGING,7.75
865209069521004,2024-11-01 00:00:00.000,49.255876742,Low Usage,6,0,Moratuwa replace Station,9.85
,2025-10-01 00:00:00.000,0,Low Usage,2,0,Kalutara North,
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Dharga Town Station,
,2025-10-01 00:00:00.000,0,Low Usage,2,0,"Soysapura Station, Bandaragama Station",
865209069546506,2025-03-01 00:00:00.000,10.674048226,Low Usage,1,0,Panadura,3.56
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209069519446,2025-06-01 00:00:00.000,691.511629275,High Usage,0,27,HOME_CHARGING,24.7
862487061348047,2025-08-01 00:00:00.000,897.4497142,High Usage,11,19,"HOME_CHARGING, Bandaragama Station, Kalutara North",34.52
865209069546068,2025-01-01 00:00:00.000,801.511519728,High Usage,24,0,"Thalawathugoda New Station, Boralesgamuwa new Station",26.72
862487061364101,2025-09-01 00:00:00.000,649.437938506,High Usage,0,18,HOME_CHARGING,24.05
862487061422388,2025-09-01 00:00:00.000,774.097241458,High Usage,0,16,HOME_CHARGING,27.65
862487061421984,2025-08-01 00:00:00.000,359.76143473,High Usage,0,15,HOME_CHARGING,12.85
865209069519214,2025-07-01 00:00:00.000,294.222503354,High Usage,2,15,"HOME_CHARGING, Moratuwa replace Station",9.49
